,Sentence,Eval 1,Eval 2,Eval 3
1061,Nous disions aimer vouvoyer les socialistes.,0,0,0
1062,Un compositeur ne fulmine pas.,0,0,0
1063,Des idoles entassent vos vrais sifflets !,0,0,0
1064,Des horlogers appuyeront-ils sur des décorations ?,0,0,0
1065,Les institutrices subodoreront ce froc.,0,0,0
1066,Nous renonçons à des croquettes pour chats.,0,0,0
1067,"À l'intérieur, Radovan Karadzic bave !",0,0,0
1068,Le maire de Nancy croira devoir tituber !,0,0,0
1069,Le fou s'ennuiera à osciller.,0,0,0
1070,Tu casses des satellites avec vingt capitaux.,0,0,0
1071,Une personne porte chance à des quêtes !,0,0,0
1072,Victoria Silvstedt se fourvoiera.,0,0,0
1073,La reine d'Angleterre assure bouder.,0,0,0
1074,Des pirates nuisent-ils à toutes mes excuses ?,0,0,0
1075,Des esprits dédicacent une qualité à la tarentule.,0,0,0
1076,Je tirerai parti de peu de lavabos.,0,0,0
1077,Ce gredin renonce à une hypocrite...,0,0,0
1078,Un clown tire parti des ports...,0,0,0
1079,"Tous les jours, des singes font grève !",0,0,0
1080,Le vampire étonne-t-il un bras partiel ?,0,0,0
1081,Le vétéran se jette sur le neurone.,0,0,0
1082,Ton chat croupira beaucoup trop au Portugal.,0,0,0
1083,Michel-Ange paraît douter d'un nez.,0,0,0
1084,La douanière lit sans se terrer à la maison.,0,0,0
1085,Le caïd disponible regardera peu d'accidents.,0,0,0
1086,Un déménageur travaille à s'alimenter.,0,0,0
1087,Des responsables labourent notre soufflet.,0,0,0
1088,Nous ne flânons pas.,0,0,0
1089,Elle se morfond en marchant à Nancy !,0,0,0
1090,Tous les huissiers de justice démissionnent.,0,0,0
1091,Vous tombez sur des buses cuites...,0,0,0
1092,Je jette l'éponge pour butiner les crédits.,0,0,0
1093,Les célébrités se lèvent !,0,0,0
1094,Certains économistes n'ont pas soif...,0,0,0
1095,Un professeur de yoga pivote.,0,0,0
1096,Bob Marley craque.,0,0,0
1097,Vous gesticulerez pendant la nuit.,0,0,0
1098,Les salauds plantent le don éthéré.,0,0,0
1099,Patrick Poivre d'Arvor trouve un ragondin.,0,0,0
1100,Nathalie Baye pensait à papoter.,0,0,0
1101,Les doxographes veulent parler du signal.,0,0,0
1102,Comment radotent-ils ?,0,0,0
1103,Le loup-garou aux dents pourries se désinscrivait.,0,0,0
1104,La directrice de cabinet se passait de croupiers.,0,0,0
1105,Mon client prend note de Brigitte Macron.,0,0,0
1106,Les indiens se perdent dans les orties avec style.,0,0,0
1107,Est-ce que Sa Majesté étouffe ?,0,0,0
1108,Vous battrez une caisse d'explosifs.,0,0,0
1109,L'éleveur de porcs aperçoit l'œnologue.,0,0,0
1110,Je me venge sur des fêtes...,0,0,0
1111,Ces gens-là disposeront d'une hôtesse de l'air.,0,0,0
1112,Ces psychopathes hériteront-elles d'une décharge ?,0,0,0
1113,Des sportifs ne jouent presque plus aux échecs.,0,0,0
1114,Donnions-nous naissance à des hélices ?,0,0,0
1115,Criez-vous haro sur un coude ?,0,0,0
1116,Dwayne Johnson vend une interdiction !,0,0,0
1117,Arlette Laguiller jongle à l'arrache.,0,0,0
1118,Jean Reno vomit sur des actes.,0,0,0
1119,Je ne resterai jamais en Alaska.,0,0,0
1120,Une handicapée choiera votre porte-parole.,0,0,0
1121,Est-ce que le soldat ralentit ?,0,0,0
1122,"Au sud de Fort Alamo, des agitatrices bavent.",0,0,0
1123,Un conseiller dépérit.,0,0,0
1124,Les couturiers dépendaient du garage.,0,0,0
1125,Bozo le clown se prépare à diminuer.,0,0,0
1126,Les lyonnais patinent.,0,0,0
1127,J'agrippe plus de tracteurs.,0,0,0
1128,Le fantôme de Sigourney Weaver finit de sautiller.,0,0,0
1129,Tu épluches un ami de Lady Gaga.,0,0,0
1130,Il passe l'éponge.,0,0,0
1131,Un samouraï tatoué va en train en Alaska.,0,0,0
1132,Les journalistes consulteront un jugement...,0,0,0
1133,Une interlocutrice casse la croûte !,0,0,0
1134,Quelqu'un prend en charge le polygone.,0,0,0
1135,Une association se cache chez Mamie.,0,0,0
1136,Ce sauveteur tire parti de mon épée.,0,0,0
1137,Mon maître tend à traîner !,0,0,0
1138,Un penseur hélitreuillé percute le courtisan !,0,0,0
1139,Elles goûtent mollement des pieds avec brio.,0,0,0
1140,Les Etats-Unis se téléportent où tu veux...,0,0,0
1141,L'aide-soignante ne vante pas un condiment.,0,0,0
1142,Les recteurs se gavent d'une baleine pour ruminer.,0,0,0
1143,Les alcooliques ne sont guère en exil au Kenya !,0,0,0
1144,Je n'enlève pas la fosse.,0,0,0
1145,Bruce Springsteen dénoncera des boissons.,0,0,0
1146,Tu nieras aplatir ces guitares avec votre clavier.,0,0,0
1147,Je tiendrai à farfouiller dans l'Arkansas.,0,0,0
1148,Est-ce que je fais rendre gorge aux pièces ?,0,0,0
1149,Les clowns rappelleront-ils ce substrat ?,0,0,0
1150,Des entraîneuses coltinent les prédicatrices.,0,0,0
1151,Les colonels se détendent.,0,0,0
1152,Christine Ockrent ne dort pas faussement.,0,0,0
1153,Tu sépares un océan et quatre fruits bizarres.,0,0,0
1154,Ces stoïciens gambergeaient.,0,0,0
1155,Hannibal Lecter finit-il vos doigts ?,0,0,0
1156,Les associations doivent savoir aboyer.,0,0,0
1157,Tu conduis auprès de moi.,0,0,0
1158,Votre petit protégé déchante.,0,0,0
1159,Nicolas Sarkozy dit merci aux torpilles.,0,0,0
1160,Où Eddie Mitchell rebondira-t-il ?,0,0,0
1161,"En canoe kayak, des cancérologues rêvent.",0,0,0
1162,Des bergers apprennent à enfler.,0,0,0
1163,Vous réagissiez à la carapace.,0,0,0
1164,Les belligérantes embellissaient une bouche.,0,0,0
1165,Une botaniste accouche des grelots.,0,0,0
1166,Sergio Leone repliait-il Google ?,0,0,0
1167,Le travesti atermoiera les écharpes.,0,0,0
1168,Le hussard exceptionnel a envie du chemin.,0,0,0
1169,Une mendiante hiberne.,0,0,0
1170,Un marabout vieillit.,0,0,0
1171,Nous amorcions joliment les binious.,0,0,0
1172,Elle tournoiera.,0,0,0
1173,Cet handicapé dévalise une armée de cadeaux...,0,0,0
1174,La grand-mère d'Aristote tente de culpabiliser.,0,0,0
1175,Les fantassins financent la manie.,0,0,0
1176,Le penseur bénit assez de prés.,0,0,0
1177,Est-ce que vous sautillez ?,0,0,0
1178,Les entrepreneurs tiennent le coup.,0,0,0
1179,Un instructeur trahissait des distributions.,0,0,0
1180,Une fleuriste se pointe dans le désert.,0,0,0
1181,Le félon gambergera-t-il ?,0,0,0
1182,Vous vérifiez des agents de police.,0,0,0
1183,Bernard-Henri Lévy se levait sur la plage.,0,0,0
1184,Nous doutons de cette pression contaminée.,0,0,0
1185,Il gardera courage...,0,0,0
1186,Les sous-préfets malgaches agonisent.,0,0,0
1187,Un fakir interdira vingt héroïnes à la rentière...,0,0,0
1188,Les blaireaux se muniront d'un critère.,0,0,0
1189,Où Bilbo le hobbit se réfère-t-il à la fonction ?,0,0,0
1190,Est-ce que Mister T arrive à honnir l'œuvre ?,0,0,0
1191,Les autorités relèvent la japonaise.,0,0,0
1192,Quand le manifestant tient-il tête à un sachet ?,0,0,0
1193,L'imposteur s'empêchait de double-cliquer.,0,0,0
1194,Est-ce qu'un usager rêve des gardiens de but ?,0,0,0
1195,Madonna va faire main basse sur une pipe.,0,0,0
1196,Des duchesses végétariennes se relèvent...,0,0,0
1197,Coluche s'excusera de couvrir une âme en peine.,0,0,0
1198,L'intrus porteur du virus de la grippe A fondra.,0,0,0
1199,Je viserai à remettre le cadenas à deux trolls.,0,0,0
1200,Cendrillon attaque le bruit.,0,0,0
1201,Un manipulateur consterné produisait un truc !,0,0,0
1202,Les fumeuses aient à un formateur hypermétrope.,0,0,0
1203,Les enfants nés de père inconnu boudent.,0,0,0
1204,Le boucher ivre mort envisagera de grimacer !,0,0,0
1205,Je m'inquiétais le jeudi 1er juin 1989.,0,0,0
1206,Est-ce qu'une botaniste manœuvre ?,0,0,0
1207,Ils disent merci à votre intention.,0,0,0
1208,Sarah Palin s'étonnait d'une maquette !,0,0,0
1209,La plupart des califes s'installent-ils ?,0,0,0
1210,Tu mises sur cette recette de cuisine.,0,0,0
1211,Un officier supérieur doute.,0,0,0
1212,Des manifestantes recommandent des meringues.,0,0,0
1213,Catherine Jacob mimait des pouvoirs.,0,0,0
1214,"Dans le Poitou, nous honnissons le chemin.",0,0,0
1215,La plupart des expertes grossissent.,0,0,0
1216,Le passager songe à nos forts.,0,0,0
1217,Le prochain candidat correspond à des rampes.,0,0,0
1218,Des salariés richissimes persévèrent.,0,0,0
1219,Je me moque de ce laboratoire.,0,0,0
1220,L'homme qui a sauvé la vie de Jean-Paul II geint.,0,0,0
1221,Des tricheuses prendront appui sur un pal.,0,0,0
1222,Durcirai-je des lianes en trébuchant ?,0,0,0
1223,Keny Arcana demande en mariage les bulldozers.,0,0,0
1224,Ils s'allongent...,0,0,0
1225,Un limier parlemente.,0,0,0
1226,Quand faisons-nous une croix sur les exils ?,0,0,0
1227,Nous repérons beaucoup d'étalons...,0,0,0
1228,Est-ce que Robert Charlebois pâlit ?,0,0,0
1229,Les libraires mastiquaient cette disquette.,0,0,0
1230,Les autistes ne sifflaient jamais.,0,0,0
1231,Vous rêviez des hiéroglyphes.,0,0,0
1232,Des musulmanes font honneur au lieu.,0,0,0
1233,Une brute épaisse ose profiter des merdouilles.,0,0,0
1234,Certaines femmes bloquent sur l'intrus.,0,0,0
1235,Elles approchent du gant efficace.,0,0,0
1236,Jean-Luc Delarue se garait sur la place du marché.,0,0,0
1237,Ils machouilleront mes yeux en riant.,0,0,0
1238,Le spectre du passé persiste-t-il à progresser ?,0,0,0
1239,Tapez-vous sur le jouet ?,0,0,0
1240,Ce livreur allumera les abris en bavardant...,0,0,0
1241,Il confisque les reproches à quatre vandales.,0,0,0
1242,Le zouave nie savoir déroger à son information.,0,0,0
1243,Vous ne comptiez pas récupérer notre réacteur.,0,0,0
1244,Le limier s'étonne de merveilles.,0,0,0
1245,Il refuse les traits d'union.,0,0,0
1246,Un pilote de rallye sait ronfler.,0,0,0
1247,Tu tremblotes sans t'exiler en ville.,0,0,0
1248,Tu tardes à faire coucou à deux italiennes.,0,0,0
1249,Une assistante maugrée à l'arrache.,0,0,0
1250,Plus de députées soufflent.,0,0,0
1251,Est-ce que les énarques se prosternent ?,0,0,0
1252,Une spéculatrice se force à évoluer.,0,0,0
1253,Quand accouchez-vous de ces buses ?,0,0,0
1254,La France met un terme aux liens aromatiques.,0,0,0
1255,La flutiste chômait-elle ?,0,0,0
1256,L'apôtre se munit des couvre-chefs !,0,0,0
1257,Bruno Carette accédait à une chaumière.,0,0,0
1258,L'adjoint au maire balaiera des araignées.,0,0,0
1259,Les hiérarques en voyage auront soif.,0,0,0
1260,Un troll ne rajeunit pas immodérément.,0,0,0
1261,Les ancêtres soulèvent trente euros.,0,0,0
1262,Vous paraissez vous accrocher.,0,0,0
1263,Vous vous étonnez d'une mèche de cheveux.,0,0,0
1264,José Bové fait fi du xylophone.,0,0,0
1265,Est-ce que je balafre les omelettes ?,0,0,0
1266,Des trapézistes bégaient-ils ?,0,0,0
1267,L'évèque de Meaux désire léviter en batifolant.,0,0,0
1268,Comment erre-t-il ?,0,0,0
1269,Un esthète jettera un œil aux piles.,0,0,0
1270,Des saintes récidivent !,0,0,0
1271,Le bébé aura la chance de se tortiller.,0,0,0
1272,Saint-Louis échappe à un accordéon tordu.,0,0,0
1273,Les corses partiront.,0,0,0
1274,Les coiffeuses se passent-elles de reculer mal ?,0,0,0
1275,Est-ce qu'Anny Duperey va en avion en coulisses ?,0,0,0
1276,Un patineur végète sans batifoler.,0,0,0
1277,Nous chevaucherons le contraire.,0,0,0
1278,Tu campes dans le mur...,0,0,0
1279,Des étudiantes se coiffent-elles ?,0,0,0
1280,Une sénégalaise décore ses manches à balai.,0,0,0
1281,Un infirmier en herbe ne repart-il presque plus ?,0,0,0
1282,L'adjoint au maire crée beaucoup de chutes.,0,0,0
1283,Les magistrates atterrissent.,0,0,0
1284,Le maçon omet d'empester encore.,0,0,0
1285,Trois rescapées gargouillent.,0,0,0
1286,Une brute épaisse change.,0,0,0
1287,Saint-Nicolas se perd au bar du coin.,0,0,0
1288,Cette professionnelle rampe.,0,0,0
1289,Le comptable se noyait.,0,0,0
1290,Gandhi et toute sa clique se rapprocheront.,0,0,0
1291,Mon client dépend de pianistes.,0,0,0
1292,Des emmerdeuses crient...,0,0,0
1293,Je nie savoir enlever sa propriété.,0,0,0
1294,Des conseillères rattrapent les chapeaux en riant.,0,0,0
1295,La taularde démissionne.,0,0,0
1296,Peu de cow-boys coopèrent.,0,0,0
1297,Des directeurs conduisent des nids en explosant.,0,0,0
1298,Vous retournez en canoe kayak.,0,0,0
1299,Cette sauvage supporte d'exulter.,0,0,0
1300,Nous ne rendions pas l'âme.,0,0,0
1301,Un actionnaire érafle des cérémonies.,0,0,0
1302,Une nymphomane fait obstacle à un athée !,0,0,0
1303,Le psychanaliste ahuri déplore la choriste.,0,0,0
1304,Fais-je appel à mes tabliers gauches ?,0,0,0
1305,Des fumistes se posent sur le ring.,0,0,0
1306,L'agent secret en mission décompresse-t-il ?,0,0,0
1307,L'inspecteur moustachu se souvient d'un drap...,0,0,0
1308,Le patineur enveloppait beaucoup de vielles.,0,0,0
1309,Est-ce que tous les êtres rôdent ?,0,0,0
1310,Les héritiers suivent les astronomes.,0,0,0
1311,J'ai envie des mamelles sur un iceberg.,0,0,0
1312,Nous renonçons à fouetter tout le monde.,0,0,0
1313,Ils renonceront à faire peur à ces continents.,0,0,0
1314,Nous ne disons pas amen à un sac à dos.,0,0,0
1315,Elles intériorisent les autorités.,0,0,0
1316,Il aura besoin du pal.,0,0,0
1317,Des prestidigitateurs poussaient Romain Valeri.,0,0,0
1318,Le roi de la piste déprimait.,0,0,0
1319,Tu ne te rappelles pas des soucis.,0,0,0
1320,Tu enraies un fiscaliste...,0,0,0
1321,Des fumistes souffleront.,0,0,0
1322,Les multi-récidivistes filtreront le bref balcon.,0,0,0
1323,Le tordu méditait.,0,0,0
1324,Des dessinateurs tenaient bon.,0,0,0
1325,Camille Claudel contourne Charles Baudelaire...,0,0,0
1326,Les serfs prennent conscience de tes genoux.,0,0,0
1327,Les brancardiers sortent au lit.,0,0,0
1328,Quatre cancres cogitent !,0,0,0
1329,Ils ne collent pas à des religions.,0,0,0
1330,Elle s'empresse de se terrer à Disneyland.,0,0,0
1331,Ronald Mac Donald se passe d'un canal.,0,0,0
1332,Ariana Grande s'agite !,0,0,0
1333,Un pilote de rallye baffre...,0,0,0
1334,Pourquoi tombé-je ?,0,0,0
1335,Mister T ronronnera.,0,0,0
1336,Un cocher plaçait vos reflets halal.,0,0,0
1337,Nous participerons à décliner.,0,0,0
1338,Al Capone disposera de certains logiciels.,0,0,0
1339,Lénine ne fait pas coucou à Paris !,0,0,0
1340,Vous agirez sur les abricotiers.,0,0,0
1341,Elles désirent réclamer la destination.,0,0,0
1342,Un clown rebondira sur le septième art.,0,0,0
1343,Tu joues à ne presque jamais te montrer...,0,0,0
1344,Nous nous rabattons sur son bain externe !,0,0,0
1345,J'œuvre à bosser.,0,0,0
1346,Un groupe de prédateurs arrive insidieusement.,0,0,0
1347,Des hommes se gavent de ce disque dur.,0,0,0
1348,Te mesurais-tu à des anthropopithèques ?,0,0,0
1349,Tu regrettais cette mendiante.,0,0,0
1350,Un saltimbanque tarde-t-il à digérer ?,0,0,0
1351,Les enfants ne font pas honte au bœuf.,0,0,0
1352,Des postulants perclus évolueront...,0,0,0
1353,Le courtier sans papiers se paie une coloquinte.,0,0,0
1354,Je ralentis parfaitement.,0,0,0
1355,Donnez-vous naissance à un piment ?,0,0,0
1356,Des jardinières balbutient.,0,0,0
1357,Mister T jette une filière au plaisantin.,0,0,0
1358,Le nancéien daltonien avançait.,0,0,0
1359,Kellyanne Conway décore le four avec les apaches.,0,0,0
1360,Nous nous montrerons.,0,0,0
1361,L'imbécile ronfle.,0,0,0
1362,Elle réveillera des agrafeuses !,0,0,0
1363,Le traitre aime riposter.,0,0,0
1364,Des princes bavarois mangent le prénom.,0,0,0
1365,Des rapaces enlacent un engin.,0,0,0
1366,Une groupie d'Alexandre le Grand bafouille.,0,0,0
1367,Les chômeuses résident en Finlande.,0,0,0
1368,Ils s'autoriseront à clignoter.,0,0,0
1369,Est-ce que vous acceptez la situation ?,0,0,0
1370,Ils jouent aux échecs en frétillant.,0,0,0
1371,Est-ce que nous nous noyons ?,0,0,0
1372,Des intrus rêvent d'une lampe.,0,0,0
1373,Des fournisseurs déchargent les casquettes.,0,0,0
1374,Comment peuvent-ils accéder à cette jument ?,0,0,0
1375,Une avocate décrit-elle le fil à Jack Nicholson ?,0,0,0
1376,Boris Eltsine comptait fleurette à cette force...,0,0,0
1377,Un professionnel se terre à Rome.,0,0,0
1378,Les clarinettistes accouchaient des cœurs.,0,0,0
1379,Des peintres remuent.,0,0,0
1380,Les émirs vitrifient une paire de ciseaux.,0,0,0
1381,Nous excusions-nous de ne guère somnoler ?,0,0,0
1382,Un tueur en série propose le cargo !,0,0,0
1383,Ils nuisent au chasseur alpin !,0,0,0
1384,Un émir néglige de porter chance à un four...,0,0,0
1385,Serons-nous notre structure ?,0,0,0
1386,Tout le monde tient parole.,0,0,0
1387,Je passe l'éponge.,0,0,0
1388,Le Dalaï-Lama descend dans des sables mouvants.,0,0,0
1389,Nicolas Hulot rappelle ce pont.,0,0,0
1390,Tu te proposes de muer !,0,0,0
1391,Un loup-garou arrosera treize euros cinquante.,0,0,0
1392,Un élève replace des arabes.,0,0,0
1393,Je concurrencerai un couteau de cuisine...,0,0,0
1394,Nous vaporisons les champs en cadence...,0,0,0
1395,Je bannirai ce compagnon dans l'escalier.,0,0,0
1396,Où ronflais-tu ?,0,0,0
1397,Le trapéziste bourlingue.,0,0,0
1398,Le cyclope attire les artères...,0,0,0
1399,Il crie haro sur des contrats.,0,0,0
1400,Le facteur recule-t-il sans grogner aveuglément ?,0,0,0
1401,Un étudiant dénonce presque toutes les lampes.,0,0,0
1402,La femme de Machiavel suinte.,0,0,0
1403,Le paysan délibère-t-il ?,0,0,0
1404,Tu mets à part les piments fatals...,0,0,0
1405,Il éternue en organisant une série de canaux !,0,0,0
1406,Sifflotez-vous ?,0,0,0
1407,Tu étais en avance sur des moutons secrets.,0,0,0
1408,Un tricheur veut tirer les réactions génériques !,0,0,0
1409,Les pignoufs s'empiffrent.,0,0,0
1410,Le professeur de maths somnole en doutant.,0,0,0
1411,Un ancêtre dépendait de tombes.,0,0,0
1412,Des gêneurs veulent parler des manifestants.,0,0,0
1413,Le futur se dégonfle.,0,0,0
1414,L'ennemi public numéro un s'exilera en Mauritanie.,0,0,0
1415,Des rénégats lâchent prise...,0,0,0
1416,Où les électrices remuent-elles ?,0,0,0
1417,Ils restituent peu de casquettes à l'américain.,0,0,0
1418,Les victimes usent des bûcherons.,0,0,0
1419,Une prétendante s'armait d'amendes !,0,0,0
1420,Des fées dispensées de sport resplendissaient !,0,0,0
1421,Comment affirmez-vous vous tailler à Stockholm ?,0,0,0
1422,J'influe sur une idée de génie.,0,0,0
1423,En quel lieu n'essuient-elles jamais la Suisse ?,0,0,0
1424,Des artistes resurgissent à Londres.,0,0,0
1425,L'apatride se terrera à la croisée des chemins.,0,0,0
1426,"Deux fois par jour, je pariais sur des cruches...",0,0,0
1427,Elles diront nettoyer les imbéciles avec un achat.,0,0,0
1428,Les vampires collent à un meuble.,0,0,0
1429,La française part travailler sur des râteaux.,0,0,0
1430,Est-ce que je cogne sur le fait ?,0,0,0
1431,Les hussards prieront.,0,0,0
1432,Le sénégalais cherche le moteur en beuglant.,0,0,0
1433,Une croupière attaquera un langage...,0,0,0
1434,Les sous-fifres vociféraient.,0,0,0
1435,Plus d'anorexiques trouvaient refuge à Copenhague.,0,0,0
1436,La maman d'Angelina Jolie ne se dégonfle pas.,0,0,0
1437,Il ne suit pas une opération.,0,0,0
1438,Elle s'extasie sur un escalier.,0,0,0
1439,Paco Rabanne s'agitera.,0,0,0
1440,Les vacancières ridées règnent sur une fatrasie.,0,0,0
1441,Le maraudeur bave.,0,0,0
1442,Ne nous pointons-nous plus au bord de la mer ?,0,0,0
1443,Les caissiers se plaignent de l'air au Québec...,0,0,0
1444,Où la Lybie se décide-t-elle à mentir ?,0,0,0
1445,Ils fermaient les yeux sur la mandarine !,0,0,0
1446,J'affirme proliférer.,0,0,0
1447,Des instructrices valsaient à moitié.,0,0,0
1448,Le Petit Chaperon Rouge nie casser la croûte.,0,0,0
1449,Le futur assemblera une estampe et trente euros.,0,0,0
1450,Un bandit songera à mon torse.,0,0,0
1451,Les spectatrices briseront le pied tous les ans.,0,0,0
1452,Des concurrentes galopent à la maison.,0,0,0
1453,Vous baptiserez le poing...,0,0,0
1454,Alain Minc souhaitera passer au Pérou...,0,0,0
1455,Ils considéraient des vertus à condensation.,0,0,0
1456,Le suzerain agressif lâchera prise.,0,0,0
1457,Les sociopathes paraissent alimenter ces macarons.,0,0,0
1458,"En l'air, nous définissons des imperméables.",0,0,0
1459,Claude Piéplu gesticule avec style.,0,0,0
1460,Ces voleurs de poules veulent des philosophies.,0,0,0
1461,Un compagnon continue à se venger sur Facebook.,0,0,0
1462,Un belge dit amen à ces lames.,0,0,0
1463,Les hongroises daignaient poser problème à Jésus.,0,0,0
1464,La fumiste dépendra de nos droits.,0,0,0
1465,Le contact de Joann Sfar dans la Mafia jouera.,0,0,0
1466,Nous battons l'étudiante...,0,0,0
1467,Beaucoup d'opérateurs déplient-ils des semaines ?,0,0,0
1468,Les personnes agées parient sur des raquettes.,0,0,0
1469,Un prélat peint des ampoules.,0,0,0
1470,Elles plongent devant un motard à contre jour.,0,0,0
1471,Nous guérissons.,0,0,0
1472,Erik Satie galope à Dubai.,0,0,0
1473,Les prostituées se serviront de ces forts !,0,0,0
1474,Nous gardons l'œil sur quatre-vingt-dix patins.,0,0,0
1475,Le Honduras se mesure à un tiers des motos.,0,0,0
1476,Quand Mimie Mathy fondait-elle ?,0,0,0
1477,Les photographes se lassent d'aboyer.,0,0,0
1478,Vous vous attendez à un pilier de bar.,0,0,0
1479,Nous plions boutique.,0,0,0
1480,L'éboueur s'attaque à une poutre incognito.,0,0,0
1481,Des miliciennes sifflotent.,0,0,0
1482,Comment le pape dérivait-il en Suisse ?,0,0,0
1483,Le courtisan ferme les yeux sur deux monopoles.,0,0,0
1484,Tu t'attachais à dix-sept souffles.,0,0,0
1485,Des architectes jubilent.,0,0,0
1486,Une invitée se grouille-t-elle de somnoler ?,0,0,0
1487,Une maîtresse atterrit sur les combattants.,0,0,0
1488,Où donc passes-tu le bac ?,0,0,0
1489,Des arbitres tiennent-ils bon sans scrupules ?,0,0,0
1490,La copilote craque.,0,0,0
1491,Il gonflera vers deux heures du matin.,0,0,0
1492,Ce vieil aveugle frotte le coq avec Guy Bedos.,0,0,0
1493,Le pape s'enorgueillit de la calculatrice.,0,0,0
1494,Tu prétends déroger à un ingénieur.,0,0,0
1495,Cette ordure différencie une odeur et la science.,0,0,0
1496,Vous vous débrouillez...,0,0,0
1497,Est-ce que je m'amuse à m'étendre ?,0,0,0
1498,Vous preniez l'ascendant sur certains balais...,0,0,0
