Text,Difficulty,Difficulty Annotator 1,Difficulty Annotator 2,Difficulty Annotator 3
"Les incidents sont disposés et gradués vers le point culminant et l'effet de la fin, qui est un événement capital et décisif, satisfaisant toutes les curiosités éveillées au début, mettant une barrière à l'intérêt, et terminant si complètement l'histoire.",,B2,B2,B2
"Le romancier, au contraire, qui prétend nous donner une image exacte de la vie, doit éviter avec soin tout enchaînement d'événements qui paraîtrait exceptionnel.",,B2,B2,B2
"Son but n'est point de nous raconter une histoire, de nous amuser ou de nous attendrir, mais de nous forcer à penser, à comprendre le sens profond et caché des événements.",,B1,B2,B2
"A force d'avoir vu et médité il regarde l'univers, les choses, les faits et les hommes d'une certaine façon qui lui est propre et qui résulte de l'ensemble de ses observations réfléchies. ",,B2,B2,B2
C'est cette vision personnelle du monde qu'il cherche à nous communiquer en la reproduisant dans un livre.,,B2,B1,B1
"Pour nous émouvoir, comme il l'a été lui-même par le spectacle de la vie, il doit la reproduire devant nos yeux avec une scrupuleuse ressemblance.",,B1,C1,C1
"Il devra donc composer son oeuvre d'une manière si adroite, si dissimulée, et d'apparence si simple, qu'il soit impossible d'en apercevoir et d'en indiquer le plan, de découvrir ses intentions.",,B2,C1,C1
"Au lieu de machiner une aventure et de la dérouler de façon à la rendre intéressante, jusqu'au dénouement, il prendra son ou ses personnages à une certaine période de leur existence et les conduira, par des transitions naturelles, jusqu'à la période suivante.",,C1,C1,C1
"Il montrera de cette façon, tantôt comment les esprits se modifient sous l'influence des circonstances environnantes, tantôt comment se développent les sentiments et les passions, comment on s'aime, comment on se hait, comment on se combat dans tous les milieux sociaux, comment luttent les intérêts bourgeois, les intérêts d'argent, les intérêts de famille, les intérêts politiques.",,C1,C1,C1
"L'habileté de son plan ne consistera donc point dans l'émotion ou dans le charme, dans un début attachant ou dans une catastrophe émouvante, mais dans le groupement adroit de petits faits constants d'où se dégagera le sens définitif de l'oeuvre.",,C1,C1,C1
"S'il fait tenir dans trois cents pages dix ans d'une vie pour montrer quelle a été, au milieu de tous les êtres qui l'ont entourée, sa signification particulière et bien caractéristique, il devra savoir éliminer, parmi les menus événements innombrables et quotidiens, tous ceux qui lui sont inutiles, et mettre en lumière, d'une façon spéciale, tous ceux qui seraient demeurés inaperçus pour des observateurs peu clairvoyants et qui donnent au livre sa portée, sa valeur d'ensemble.",,C1,C1,C1
"On comprend qu'une semblable manière de composer, si différente de l'ancien procédé visible à tous les yeux; déroute souvent les critiques, et qu'ils ne découvrent pas tous les fils si minces, si secrets, presque invisibles, employés par certains artistes modernes à la place de la ficelle unique qui avait nom : l'Intrigue.",,C1,C1,C1
"En somme, si le Romancier d'hier choisissait et racontait les crises de la vie, les états aigus de l'âme et du coeur, le Romancier d'aujourd'hui écrit l'histoire du coeur, de l'âme et de l'intelligence à l'état normal.",,C1,C1,C1
"Pour produire l'effet qu'il poursuit, c'est-à-dire l'émotion de la simple réalité et pour dégager l'enseignement artistique qu'il en veut tirer, c'est-à-dire la révélation de ce qu'est véritablement l'homme contemporain devant ses yeux, il devra n'employer que des faits d'une vérité irrécusable et constante.",,C1,C1,C1
"Mais en se plaçant au point de vue même de ces artistes réalistes, on doit discuter et contester leur théorie qui semble pouvoir être résumée par ces mots : « Rien que la vérité et toute la vérité.»",,C1,C1,C1
"Leur intention étant de dégager la philosophie de certains faits constants et courants, ils devront souvent corriger les événements au profit de la vraisemblance et au détriment de la vérité, car le vrai peut quelquefois n'être pas vraisemblable.",,B2,C1,C1
"Le réaliste, s'il est un artiste, cherchera, non pas à nous montrer la photographie banale de la vie, mais à nous en donner la vision plus complète, plus saisissante, plus probante que la réalité même.",,B2,C1,C1
"Raconter tout serait impossible, car il faudrait alors un volume au moins par journée, pour énumérer les multitudes d'incidents insignifiants qui emplissent notre existence.",,B2,C1,C1
"Un choix s'impose donc, - ce qui est une première atteinte à la théorie de toute la vérité.",,B1,B1,B1
"La vie, en outre, est composée des choses les plus différentes, les plus imprévues, les plus contraires, les plus disparates; elle est brutale, sans suite, sans chaîne, pleine de catastrophes inexplicables, illogiques et contradictoires qui doivent être classées au chapitre faits divers.",,B2,B2,B2
"Voilà pourquoi l'artiste, ayant choisi son thème, ne prendra dans cette vie encombrée de hasards et de futilités que les détails caractéristiques utiles à son sujet, et il rejettera tout le reste, tout l'à-côté.",,B2,C1,C1
Un exemple entre mille : le nombre des gens qui meurent chaque jour par accident est considérable sur la terre.,,B2,B1,B1
"Mais pouvons-nous faire tomber une tuile sur la tête d'un personnage principal, ou le jeter sous les roues d'une voiture, au milieu d'un récit, sous prétexte qu'il faut faire la part de l'accident?",,B2,B2,B2
"La vie encore laisse tout au même plan, précipite les faits ou les traîne indéfiniment.",,B1,B2,B2
"L'art, au contraire, consiste à user de précautions et de préparations, à ménager des transitions savantes et dissimulées; à mettre en pleine lumière, par la seule adresse de la composition, les événements essentiels et à donner à tous les autres le degré de relief qui leur convient, suivant leur importance, pour produire la sensation profonde de la vérité spéciale qu'on veut montrer.",,B2,B2,B2
"Faire vrai consiste donc à donner l'illusion complète du vrai, suivant la logique ordinaire des faits, et non à les transcrire servilement dans le pêle-mêle de leur succession.",,B2,B2,B2
J'en conclus que les Réalistes de talent devraient s'appeler plutôt des Illusionnistes.,,B2,B2,B2
"Quel enfantillage, d'ailleurs, de croire à la réalité puisque nous portons chacun la nôtre dans notre pensée et dans nos organes.",,B2,B2,B2
"Nos yeux, nos oreilles, notre odorat, notre goût différents créent autant de vérités qu'il y a d'hommes sur la terre.",,B2,B2,B2
"Et nos esprits qui reçoivent les instructions de ces organes, diversement impressionnés, comprennent, analysent et jugent comme si chacun de nous appartenait à une autre race.",,B2,B2,B2
" Chacun de nous se fait donc simplement une illusion du monde, illusion poétique, sentimentale, joyeuse, mélancolique, sale ou lugubre suivant sa nature.",,B2,C1,C1
Et l'écrivain n'a d'autre mission que de reproduire fidèlement cette illusion avec tous les procédés d'art qu'il a appris et dont il peut disposer.,,C1,B2,B2
Illusion du beau qui est une convention humaine!,,B2,B2,B2
Illusion du laid qui est une opinion changeante! Illusion du vrai jamais immuable!,,B2,B2,B2
Illusion de l'ignoble qui attire tant d'êtres!,,B2,C1,C1
Les grands artistes sont ceux qui imposent à l'humanité leur illusion particulière.,,B2,B2,B2
Ne nous fâchons donc contre aucune théorie puisque chacune d'elles est simplement l'expression généralisée d'un tempérament qui s'analyse.,,B2,C1,C1
Du contenu de notre assiette.,,A1,A1,A1
"Et ce qui se passe si, tout d’un coup, nous pensons notre assiette.",,A2,A1,A1
"L’apprentissage du code, et plus largement d’une culture générale du numérique, à l’école est une mesure réclamée depuis longtemps par l’Académie des sciences, soutenue par des acteurs qui comptent dans le secteur numérique.",,C1,C1,C1
"Selon un sondage publié en mai dernier par BVA (société française de sondages) et le Syntec Numérique (fédération professionnelle du secteur informatique) favorable à la mesure, 87 % des Français seraient même d’accord pour que la programmation informatique soit enseignée à l’école (24 % à partir du primaire, 41 % à partir du collège). Mais cette initiative suscite par ailleurs de nombreuses réticences.",,C1,C1,C1
On entend souvent l’argument selon lequel on n’a pas besoin de connaître la mécanique pour apprendre à conduire.,,C1,C1,C1
"Le nombre insuffisant de professeurs formés est également un frein pour beaucoup d’adversaires de cette mesure, qui la jugent inapplicable.",,C1,C1,C1
"Entre ceux qui ne jurent que par l’introduction de l’informatique dans l’enseignement obligatoire, et ceux qui ont peur que l’on veuille transformer le primaire en une grande école d’informatique, il existe pourtant des pistes pour initier les enseignants et favoriser un passage du périscolaire au scolaire, sans avoir à attendre une réforme du socle commun qui prendra des années.",,C1,C1,C1
"L’action de la fondation La Main à la pâte, qui oeuvre depuis près de 20 ans pour enseigner la science différemment à l’école, est un exemple dont on pourrait s’inspirer.",,C1,C1,C1
"La Fondation La Main à la pâte a été créée en 2011, dans la continuité de l’opération du même nom lancée en 1995 par l’Académie des sciences à l’initiative du prix Nobel de physique, Georges Charpak.",,C1,C1,C1
"Cette action avait pour objectif, dès l’origine, d’aider les professeurs à enseigner la science et la technologie en mettant en oeuvre une pédagogie privilégiant l’expérimentation, la discussion, une pratique active et collective.",,C1,C1,C1
"L’idée était de stimuler chez les élèves l’esprit scientifique et les capacités d’expression, de favoriser leur compréhension du monde, et de leur permettre de mieux jouer leur rôle de citoyen en proposant des projets pédagogiques orientés vers des questions de société (éducation à la santé, au développement durable...).",,C1,C1,C1
Chacun de ces projets touche en moyenne 10 000 classes.,,A2,B1,B1
"Une des originalités de la fondation est d’impliquer la communauté scientifique dans la création des ressources pédagogiques, l’accompagnement des classes et la formation continue des enseignants.",,B2,B2,B2
"« Ce qui n’a l’air de rien mais constituait une véritable révolution de palais à l’époque, au ministère de l’éducation nationale », confie David Wilgenbus, responsable du secteur production de ressources à La Main à la pâte.",,C1,C1,C1
"Un enseignement fondé sur l’expérimentation et la pratique, des objectifs d’apprentissage transversaux, des actions tournées en priorité vers la formation continue des enseignants, menées en collaboration avec la communauté scientifique et professionnelle : le travail de défrichage réalisé par la fondation dans le domaine des sciences pourrait s’appliquer parfaitement à la problématique de l’enseignement de la culture informatique.",,C1,C1,C1
"À vrai dire, La Main à la pâte a déjà commencé à réfléchir à la question.",,B2,B2,B2
"Depuis un peu plus de trois ans, elle a commencé à s’intéresser à l’enseignement des mathématiques en lien avec les sciences et la technologie, et, depuis deux ans, aux sciences cognitives, sous l’angle de l’éducation à la santé.",,C2,C1,C1
"En partenariat avec l’INPES (Institut National de Prévention et d’Éducation pour la Santé), elle a mis en place un programme sur l’addiction aux écrans, qui aborde le fonctionnement du cerveau, à la limite des neurosciences.",,C2,C1,C1
Il a rencontré un grand succès dans les écoles.,,A1,A1,A1
Plusieurs milliers de classes ont participé à ce projet.,,A2,A1,A1
"« On s’est alors dit que le terrain commençait à être favorable pour l’informatique », raconte David Wilgenbus.",,B2,B1,B1
Le numérique est un pan de la science.,,B1,B2,B2
"Ce ne sont pas des mathématiques appliquées, ni juste de la programmation, ni de l’électronique.",,B2,B1,B1
"Un projet sortira dans deux ans, en partenariat avec l’INRIA (Institut National de Recherche en Informatique et en Automatique).",,B2,B1,B1
"En attendant, de petites formations d’initiation à l’algorithmique et au langage informatique ont été réalisées pour les professeurs des écoles et des collèges, les inspecteurs et les formateurs d’IUFM (Institut Universitaire de Formation des Maîtres).",,C1,B2,B2
"Le but n’est pas de fabriquer une génération d’ingénieurs informaticiens, explique David Wilgenbus.",,B2,B2,B2
Notre pays a intérêt à développer la culture technique et scientifique.,,B1,B1,B1
"Nous vivons dans un monde interconnecté, mais rares sont les personnes qui comprennent comment ça marche.",,B2,B2,B2
"Une conséquence, par exemple, est de ne pas connaître les risques que l’on encourt, notamment en termes de protection des données.",,B2,B2,B2
L’idée est aussi de ne pas être passif dans ses usages de la technologie.,,B2,B1,B2
"Une machine, ça se contrôle, ça obéit à des instructions.",,B1,B1,B1
Mais trop de gens sont encore désarmés face aux ordinateurs.,,B2,B2,B2
Il s’agit vraiment d’introduire l’informatique dans la culture générale.,,B2,B1,B2
"À l’école, on apprend plein de choses qui ne servent à rien dans la vie de tous les jours mais qui fondent une culture et un référentiel commun.",,B2,B2,B2
La science en fait partie.,,A2,A2,A2
"À cet égard, l’apprentissage du code, qui plus est en périscolaire, est limitatif.",,C2,C1,C2
"L’avantage d’un enseignement à l’école, ce sont les liens avec les autres matières, les ponts que sont capables de faire les professeurs.",,C1,B2,C1
"Étudier la différence entre un langage naturel et un langage informatique, c’est intéressant quand on enseigne le français.",,C1,B2,C1
"Pareil pour les mathématiques , poursuit David Wilgenbus.",,B2,A2,B2
Cette notion est très importante.,,A2,A2,A2
"Etymologiquement, l’intelligence, c’est la capacité à faire des liens.",,B1,B1,B1
"Du fait de la progression démographique et du développement des classes moyennes dans le monde, les systèmes éducatifs vont devoir former, d’ici à 2050, autant d’étudiants que durant toute l’histoire de l’humanité réunie.",,B2,B2,B2
"D’ici là, « l’infosphère » continuera son expansion vertigineuse ; la masse de connaissances double déjà tous les deux ans.",,B2,C1,B2
Il est donc grand temps d’anticiper et de repenser la valeur ajoutée de l’enseignement futur. ,,B2,B2,B2
L’éducation est censée préparer la jeune génération à l’avenir.,,B2,B1,B2
Mais le fait-elle encore ?,,A1,A1,A1
"Imparfaitement, en tout cas.",,A2,A2,A2
"Une preuve en est que deux millions d’emplois en Europe, nécessitant des compétences scientifiques et technologiques, ne sont pas pourvus ; rien que dans le secteur informatique, il manque cent mille programmeurs.",,C1,B2,C1
"Pour de multiples raisons, l’éducation s’est focalisée sur la spécialisation.",,B1,B1,B1
"Or la grande majorité des jeunes n’auront pas « un » emploi mais « des » emplois tout au long de leur vie, surtout si l’on considère l’accélération des technologies et le fait que les enfants qui terminent leurs études maintenant ne seront à la retraite qu’après 2070.",,C1,B2,C1
"Même à l’université, les études sont trop focalisées et seuls 5 % des étudiants qui ont un doctorat occuperont une fonction académique.",,B2,B2,B2
Les autres seront-ils pour autant formés à un métier ?,,B1,B1,B1
"Dorénavant, il faut que l’enseignement s’intéresse à plusieurs disciplines à la fois.",,B2,B2,B2
"Même si l’on admet que l’innovation sera au rendez-vous, à la croisée des technologies – les nano-, bio-, info-, neuro-,… – on oublie encore qu’il faut être capable d’intégrer en même temps les aspects sociétaux, culturels et autres.",,C1,C1,C1
Alors pourquoi ne pas commencer dès l’école ?,,A2,B1,A2
"Par exemple, l’énergie, la santé, les transports ou le climat peuvent être des thèmes de synthèse intégrant la géographie, l’histoire, la chimie, les mathématiques, la physique… tout en étant déclinés sous l’aspect culturel, artistique, juridique, politique ou économique.",,C1,B2,C1
"Pour pallier le manque de compétences transversales, la créativité dans les salles de classe de tous âges pourrait être le fait des élèves eux-mêmes, en devenant des « proconsommateurs » – producteurs et consommateurs – de connaissances.",,C1,C1,C1
"Ceci pourrait donner lieu à des jeux interactifs, qui sont un excellent moyen de mémorisation.",,B2,B1,B2
Cela permettrait enfin de donner plus de sens – comme un lien avec la vie de tous les jours – à des matières qui peuvent être rédhibitoires.,,B2,C1,B2
"En effet, il n’y a pas seulement un problème de contenu, il y a aussi la façon d’enseigner et la motivation d’une finalité.",,B1,B2,B1
La gestion de la complexité sera bien le défi majeur du XXIe siècle.,,B2,B2,B2
"Si l’éducation préparait à « un » avenir, il faudra qu’elle prépare dès à présent à « des » avenirs.",,A2,B1,A2
Qu’en est-il en effet d’une société du savoir si elle n’est pas savante ?,,B1,B2,B1
On ne peut plus repenser le contenu d’une culture scolaire commune en se référant à ce qui existe ou a existé.,,B2,B2,B2
"Nous vivons dans un univers bouleversé par les révolutions scientifiques et technologiques, par de nouvelles pratiques culturelles.",,B2,B2,B2
L’évolution du monde nous oblige à nous ouvrir à une multitude de cultures et de visions.,,B2,B1,B2
"Il faut prendre la mesure de ces bouleversements pour repenser les contenus scolaires, les manières de les enseigner et de les apprendre.",,B2,B2,B2
"« Lire, écrire, compter » ne sont plus les seuls apprentissages indispensables.",,B1,B1,B1
"Nous devons apprendre une multitude de langages : scientifiques tels le numérique, les langues étrangères, les langages des sons et des images, le langage du corps. ",,B2,B2,B2
Communiquer et penser dans tant de langages impose à l’individu contemporain d’entrer dans des systèmes et des réseaux qu’il doit comprendre et hiérarchiser.,,B2,B2,B2
"Il doit en même temps acquérir des automatismes de lecture et de production d’oraux, d’écrits, d’images ou de gestes.",,B2,B2,B2
L’école doit former les enfants à se séparer de leur comportement d’usagers pour leur faire adopter une position distanciée qui les aidera à considérer ces langages comme des objets et des véhicules du savoir.,,B1,B2,B1
C’est ce décentrage que notre système éducatif ne parvient pas à transmettre aux nombreux élèves en échec.,,B2,B2,B2
"Richard Castelli Je précise que l’exposition, comme son nom l’indique, traite de l’art robotique, c’est-à-dire un art rendu possible par les robots.",,B2,B2,B2
"Il n’est pas très original de remarquer que l’homme a toujours cherché à imiter Dieu et que la création d’une entité indépendante est ce qui est le plus proche de l’idée de création divine, le robot en est l’expression la plus récente bien que déjà talonné par les réseaux comme une entité en soi.",,C1,B2,C1
"Cette aspiration serait d’ailleurs un paradoxe si l’on considérait que l’humain ayant déjà créé Dieu, il n’aurait plus besoin de l’imiter.",,B2,C1,B2
"La crainte, elle, vient principalement de leur potentiel à suppléer les humains, voire l’humanité.",,B1,B2,B1
"Bruno Bonnell Le mot « robot » a été inventé par l’auteur tchèque Karel Capek de la pièce Rossum’s Universal Robots (R.U.R), jouée en 1920, et qui mettait en scène des hommes décérébrés prenant la place des ouvriers dans les usines.",,C1,B2,C1
Il vient de la racine slave « robota » qui signifie travail de force.,,B2,B2,B2
De là sont nés deux mythes : le robot est un humanoïde et le robot va prendre la place de l’homme.,,C1,C1,C1
"En parallèle, les romans et les films de science-fiction ont présenté des robots, comme les Transformers par exemple, aux pouvoirs surhumains.",,C1,B2,C1
La fascination/répulsion des robots vient du respect qu’ils inspirent pour exécuter des tâches pénibles et nous simplifier la vie mais qui se mêle à la crainte de les voir prendre le contrôle de nos vies.,,C1,C1,C1
"J’ai identifié trois peurs fondamentales du robot: la crainte instinctive du métal contre la chair, la crainte sociétale, presque désespérée du robot qui va voler le travail de l’homme, et, enfin, la crainte identitaire de voir le robot nous dépasser en capacités intellectuelles ou autres.",,C1,C2,C1
Il faut juste toujours se rappeler qu’ils sont avant tout machines savantes et que l’imagination des auteurs est sans limite.,,B2,B2,B2
"Le train, en son temps, était également craint… Brigitte Munier Les robots suscitent l’enthousiasme des Occidentaux, mais aussi leur angoisse: au lieu de les concevoir comme de simples outils ou, à la manière japonaise, tels d’amicaux auxiliaires, ils craignent des compétiteurs menaçant leur avenir.",,C1,B2,C1
La raison de cette ambivalence précède l’existence des robots et même leur nom: elle est culturelle et se cache dans le vieux mythe du Golem remis à l’honneur en Occident par Frankenstein de Mary Shelley en 1818.,,C1,C1,C1
"Un savant fait un Golem, créature intelligente à son image, mais ne supporte pas son autonomie, provoque sa révolte et veut la détruire.",,B2,B2,B2
"Ce récit fascine toujours notre science-fiction, Blade Runner de Ridley Scott (1982) ou Her de Spike Jonze (2013) en témoignent.",,B2,B1,B2
"Le Golem, qui reçut en effet son nom moderne de robot (serf en tchèque) de Karel Capek dans sa pièce R.U.R, en 1920, apparaît, depuis, sous les traits d’une machine humanoïde. Replacer ce récit dans notre histoire éclaire l’ambivalence observée.",,C1,B2,C1
"Si le mythe fut réactivé en 1818, on ne peut assimiler le Golem à un robot pourvu d’une intelligence artificielle!",,C1,B2,C1
"À l’aube de notre modernité, Mary Shelley questionnait la nature humaine et non la machine: le face-à-face entre Frankenstein et sa créature autonome interroge la possibilité d’un homme sans âme.",,C1,C1,C1
"Si l’on ne croit plus en l’âme immortelle enseignée par la tradition philosophique substantialiste, comment penser et fonder l’exception humaine?",,B2,C2,B2
"Vers les années 1950, la question devint brûlante avec l’apparition de la cybernétique qui récuse l’âme et même l’intériorité pour définir l’homme tel un système d’informations en rétroaction avec d’autres systèmes plus ou moins complexes, comme les animaux et les machines.",,C1,C2,C1
"La fascination pour le mythe vient donc de son effet miroir: comme Frankenstein, nous nous mirons dans la créature en nous demandant ce qui fait l’humanité d’un être humain.",,B2,B2,B2
Ainsi s’explique l’ambivalence du public occidental pour les robots réels qu’il assimile aux Golem-robots inlassablement repris dans la fiction: une réflexion angoissante portant sur la nature humaine interfère avec l’admiration pour les progrès de la robotique.,,C1,C1,C1
"Que les Japonais, animistes, n’aient cure d’une âme transcendante, ignorent notre mythe et apprécient sans réserves leurs robots confirment l’interprétation proposée.",,B2,C1,B2
"Richard Castelli Les machines robots ou non remplacent déjà beaucoup d’humains, mais on a oublié que c’étaient eux qui effectuaient ces travaux auparavant.",,B2,B2,B2
Je pense que tout ce qui pourra encore être automatisé le sera.,,B2,A2,B2
Qui aurait pensé qu’un jour les enfants de dix ans pouvaient avoir le monde dans leurs poches au bout d’un portable...,,B2,B1,B2
"Les véhicules seront autonomes, plus besoin de chauffeurs, les opérations chirurgicales seront robotisées, les mines seront exploitées par des robots…",,C1,B2,C1
"Mais utiliser le mot esclave revient à considérer qu’ils sont autre chose que des machines. Leurs capacités de déduction et de connexion sont certes développées, leur force mécanique est puissante, leur précision micrométrique mais les robots restent des machines au service de l’homme.",,C1,C1,C1
"Certains métiers vont disparaître, mais d’autres apparaître.",,B1,B1,B1
"À son essor, l’industrie de l’automobile a créé beaucoup plus d’emplois qu’elle n’en a supprimés.",,B2,C1,B2
"Il est important d’anticiper cette « robolution » et de former les gens à des métiers d’avenir pour l’accompagner, sans drame social.",,B2,B2,B2
"Brigitte Munier Karel Capek, dans R.U.R., imagine que les robots, devenus esclaves des hommes, les remplacent dans tous leurs travaux (guerre incluse) avant de se rebeller contre l’humanité aveulie par le loisir et de l’anéantir.",,C1,C1,C1
L’image d’un robot esclave n’est pas neuve! Les progrès présents et promis inquiètent certaines personnes qui redoutent d’être supplantées par des machines.,,B2,C1,B2
"Brigitte Munier Il appartient à l’homme de ne point se laisser intimider ou séduire par la puissance des robots au point de perdre le sens de la spécificité des compétences purement humaines : l’illogisme apparent propre à l’émotivité, à la sensibilité et à l’imagination symbolique rend ces facultés inimitables par des machines, même programmées pour simuler l’empathie.",,C1,C1,C1
"Ainsi l’inaltérable patience de robots instituteurs en Corée du Nord et au Japon convient elle aux enfants autistes, mais nul ne sait comment évolueront les autres enfants qui n’apprennent pas à composer avec les humeurs d’un professeur humain…",,C1,C1,C1
Cet exemple du philosophe Jean-Michel Besnier indique une voie pour méditer sur la nature des tâches que l’homme de chair ne saurait confier sans dommages à ses créatures de fer.,,B2,C1,C1
Bruno Bonnell Le vieil adage « on n’arrête pas le progrès » n’a jamais été aussi vivace. D’autres pays s’équipent en robotique pour atteindre des taux de productivité supérieurs aux nôtres.,,C1,C1,C1
Ils deviennent dangereux pour notre économie.,,B1,B2,B2
Les ignorer en restant nostalgique est inconscient.,,B1,C1,C1
"Loin d’une société oisive, il faut continuer à innover et aider les populations qui risquent de voir leur travail disparaître en les formant à d’autres talents.",,B2,C2,C2
La robotique va avoir l’effet dans l’industrie que l’informatique a eu dans le service. Il sera nécessaire de faire un effort de pédagogie pour faire adopter ces nouvelles technologies qui se banaliseront.,,C1,C1,C1
C’est l’enjeu de la robolution: changer d’ère industrielle et par là même changer notre perception d’un travail forcé pour un travail choisi.,,B2,B2,B2
"Richard Castelli Dès le XIXe siècle, l’usage d’abord des machines puis des robots a déjà conduit à de nombreux licenciements et la disparition de nombreux métiers bien que ce processus ait été ralenti par la possibilité d’une main-d’œuvre encore plus économique hors des anciens pays industrialisés.",,C1,B2,B2
Richard Castelli C’est déjà le cas avec la finance où ce sont des robots-logiciels qui prennent les décisions car ils sont les seuls à pouvoir réagir à la nanoseconde avec l’inconvénient qu’ils puissent surréagir avec les résultats que l’on sait…,,C1,C1,C1
"Pour une entreprise de production de biens, « l’usine », ce sera toujours la raison économique qui déterminera le pourcentage et le degré d’automatisation.",,B2,B2,B2
"Paul Andreu, l’architecte de l’aéroport de Roissy (du terminal 1 au terminal 2E-K) ainsi que de l’Opéra de Pékin entre autres, s’était demandé s’il devait installer des portes automatiques dans un aéroport qu’il était en train de concevoir comme le requérait tout aéroport digne de ce nom car, après un rapide calcul à partir des conditions locales, le coût d’achat et surtout de maintenance d’une porte automatique revenait plus cher que le salaire d’un portier qui pouvait nourrir une famille avec…",,C1,B2,B2
Ce que la porte était bien incapable de faire!,,B2,B1,B1
"C’est pourquoi, il décida de remplacer les habituelles portes automatiques par des portiers en superbe livrée, ce qui donna un caractère très luxueux à cet aéroport.",,B1,B2,B2
"L’histoire ne dit pas si, après quelques années, l’aéroport ne s’est pas débarrassé des portiers et a laissé le voyageur se débrouiller tout seul !",,B2,B2,B2
"Pour d’autres types d’entreprises, les décisions continueront à nécessiter la présence d’humains, mais avec probablement pas beaucoup plus de compétences que celles d’un robot.",,B2,B2,B2
On cherche toujours à opposer l’humain et la machine.,,B1,B1,B1
"La menace de l’ultracompétitivité qui conduirait à une usine sans homme est légitime si, et seulement si, on reste dans le même référentiel.",,C1,C1,C1
Il faut plutôt se poser la question en d’autres termes : est-ce que l’entreprise va se transformer?,,B2,B2,B2
Est-ce que les systèmes de valorisation du travail doivent être repensés?,,B2,B2,B2
"Tout comme la révolution industrielle a vu naître le capitalisme, je suis persuadé que la robolution va profondément modifier notre système économique.",,B1,B2,B2
C’est en tout cas ce que pensait Capek dans son livre fondateur.,,B1,A2,A2
Son utopie était celle d’un monde sans argent…,,B1,A2,A2
"Il avait certainement tort mais, comme tous les artistes, il signifiait qu’on ne regarde pas le monde nouveau avec des vieilles jumelles.",,B2,B2,B2
"En ce qui me concerne, je vous cite la dernière phrase de mon livre: « La robolution ne nous donnera plus d’excuses pour ne pas avoir de temps pour l’autre.",,B2,C1,C1
"Le robot Philae s’assoupit sur la comète «Tchouri», après une mission historique qui a tenu en haleine et permis de récolter des données qui pourraient aider à comprendre les origines de la vie sur Terre.",,C1,B2,B2
"Posé sur la comète «Tchouri» à plus de 500 millions de kilomètres de la Terre, Philae, à cours d’énergie «va s’assoupir sous peu», a déclaré dans la nuit de vendredi à samedi à l’AFP le CNES, l’agence spatiale française.",,C1,B2,B2
"Il est «entré en mode veille», selon l’Agence spatiale européenne (ESA).«On ne reçoit plus de données. On a perdu le contact» samedi vers 00h36 GMT (01h36 heure de Paris), a déclaré Philippe Gaudon, chef du projet Rosetta au CNES (Centre national d’études spatiales) à Toulouse (sud de la France).",,C1,C1,C1
"Selon les calculs du CNES, la batterie de Philae devait être totalement déchargée vers 02h00 GMT (03h00 locales).",,B2,B2,B2
"«Nous sommes en train de boire du champagne car cette mission est un succès», a ajouté M. Gaudon.",,B1,B2,B2
La prochaine fenêtre de communication avec le robot est prévue samedi à 10h00 GMT (11h00 heure de Paris).,,B1,B1,B1
"«Nous allons essayer à nouveau (ndlr: d’entrer en contact avec lui). Mais les chances de rétablir la liaison sont très très faibles», a déclaré à l’AFP Stephan Ulamec, responsable de l’atterrisseur, depuis l’Agence spatiale européenne (ESA) à Darmstadt (Allemagne).",,B2,B2,B2
"«La batterie est en dessous du niveau nécessaire pour faire fonctionner l’ordinateur central», a dit M. Ulamec.",,B2,B1,B1
"Après trois jours de travail, «les résultats de Philae sont extraordinaires», avait estimé un peu plus tôt Marc Pircher, le directeur du CNES à Toulouse.",,B1,B1,B1
"«80% du travail du robot a été fait», avait-il assuré avant que le robot ne se remette à envoyer un flot de données en fin de soirée.",,B2,B1,B1
Le robot a réussi à lancer un forage de dernière minute même si on ne sait pas encore s’il a pu ramener un échantillon de la surface de la comète.,,B2,B1,B1
"«Le premier forage sur une comète est devenu une réalité!», s’est vanté Philae sur son compte Twitter.",,B2,B1,B1
"Philae, qui s’est posé à l’ombre entre des rochers, a d’abord fonctionné avec une pile d’une durée de vie de 60 heures.",,B1,B1,B1
Mais ses batteries solaires qui devaient prendre le relais n’ont pas reçu assez de lumière pour lui permettre de rester actif.,,B2,B1,B1
"En hibernation, il se réveillera peut-être cet été si ses batteries se rechargent lorsque la comète approchera du Soleil.",,B1,B1,B1
"«Nous avons bon espoir mais pas à court terme car il y a trop peu de lumière pour le moment», a ajouté M. Gaudon.",,B2,B1,B1
"Largué par la sonde européenne Rosetta, le petit robot avait atterri mercredi en fin d’après-midi sur le noyau de la comète Tchourioumov-Guérassimenko, une première de l’histoire spatiale.",,C1,B2,B2
"Pendant sa courte période d’activité, le robot a travaillé d’arrache-pied.",,B1,B2,B2
Ses dix instruments ont été activés.,,A1,A1,A1
"La feuille de route du robot était notamment de trouver des molécules organiques qui ont pu jouer un rôle dans l’apparition de la vie sur Terre, les comètes étant les objets les plus primitifs du système solaire.",,B2,B2,B2
Ces molécules organiques pouvaient être récoltées grâce à l’échantillon au sol (qui devait ensuite être réchauffé avant de pouvoir être analysé) mais pas seulement.,,B1,B2,B2
